"Año","Actividad","Sector","Tipo de precios","Código Departamento (DIVIPOLA)","Departamento","Valor (miles de millones de pesos)"
"2,015","Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo","Terciario","PIB a precios corrientes","86","Putumayo","49.66"
"2,015","Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo","Terciario","PIB a precios corrientes","63","Quindío","336.38"
"2,015","Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo","Terciario","PIB a precios corrientes","66","Risaralda","1,154.84"
"2,015","Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo","Terciario","PIB a precios corrientes","88","San Andrés, Providencia y Santa Catalina (Archipiélago)","46.92"
"2,015","Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo","Terciario","PIB a precios corrientes","68","Santander","2,287.15"
"2,015","Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo","Terciario","PIB a precios corrientes","70","Sucre","169.89"
"2,015","Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo","Terciario","PIB a precios corrientes","73","Tolima","894.24"
"2,015","Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo","Terciario","PIB a precios corrientes","76","Valle del Cauca","7,481.3"
"2,015","Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo","Terciario","PIB a precios corrientes","97","Vaupés","1.15"
"2,015","Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo","Terciario","PIB a precios corrientes","99","Vichada","3.45"
"2,015","Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales","Terciario","PIB a precios corrientes","91","Amazonas","182.14"
"2,015","Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales","Terciario","PIB a precios corrientes","5","Antioquia","12,532.15"
"2,015","Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales","Terciario","PIB a precios corrientes","81","Arauca","613.24"
"2,015","Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales","Terciario","PIB a precios corrientes","8","Atlántico","5,123.81"
"2,015","Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales","Terciario","PIB a precios corrientes","11","Bogotá D.C.","29,319.97"
"2,015","Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales","Terciario","PIB a precios corrientes","13","Bolívar","4,717.48"
"2,015","Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales","Terciario","PIB a precios corrientes","15","Boyacá","2,720.96"
"2,015","Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales","Terciario","PIB a precios corrientes","17","Caldas","1,954"
"2,015","Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales","Terciario","PIB a precios corrientes","18","Caquetá","949.47"
"2,015","Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales","Terciario","PIB a precios corrientes","85","Casanare","918.48"
"2,015","Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales","Terciario","PIB a precios corrientes","19","Cauca","2,712.15"
"2,015","Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales","Terciario","PIB a precios corrientes","20","Cesar","2,304.17"
"2,015","Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales","Terciario","PIB a precios corrientes","27","Chocó","1,078.29"
"2,015","Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales","Terciario","PIB a precios corrientes","23","Córdoba","3,468.09"
"2,015","Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales","Terciario","PIB a precios corrientes","25","Cundinamarca","5,174.17"
"2,015","Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales","Terciario","PIB a precios corrientes","94","Guainía","115.65"
"2,015","Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales","Terciario","PIB a precios corrientes","95","Guaviare","231.96"
"2,015","Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales","Terciario","PIB a precios corrientes","41","Huila","2,284.95"
"2,015","Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales","Terciario","PIB a precios corrientes","44","La Guajira","1,630.87"
"2,015","Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales","Terciario","PIB a precios corrientes","47","Magdalena","2,737.24"
"2,015","Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales","Terciario","PIB a precios corrientes","50","Meta","2,182.7"
"2,015","Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales","Terciario","PIB a precios corrientes","52","Nariño","3,119.16"
"2,015","Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales","Terciario","PIB a precios corrientes","54","Norte de Santander","2,761.95"
"2,015","Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales","Terciario","PIB a precios corrientes","86","Putumayo","767.57"
"2,015","Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales","Terciario","PIB a precios corrientes","63","Quindío","1,084.55"
"2,015","Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales","Terciario","PIB a precios corrientes","66","Risaralda","1,968.02"
"2,015","Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales","Terciario","PIB a precios corrientes","88","San Andrés, Providencia y Santa Catalina (Archipiélago)","174.43"
"2,015","Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales","Terciario","PIB a precios corrientes","68","Santander","4,796.51"
"2,015","Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales","Terciario","PIB a precios corrientes","70","Sucre","1,978.71"
"2,015","Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales","Terciario","PIB a precios corrientes","73","Tolima","2,792.79"
"2,015","Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales","Terciario","PIB a precios corrientes","76","Valle del Cauca","9,401.12"
"2,015","Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales","Terciario","PIB a precios corrientes","97","Vaupés","104.83"
"2,015","Administración pública y defensa; planes de seguridad social de afiliación obligatoria; educación; actividades de atención de la salud humana y de servicios sociales","Terciario","PIB a precios corrientes","99","Vichada","175.4"
"2,015","Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio","Terciario","PIB a precios corrientes","91","Amazonas","7.67"
"2,015","Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio","Terciario","PIB a precios corrientes","5","Antioquia","2,500.07"
"2,015","Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio","Terciario","PIB a precios corrientes","81","Arauca","19.59"
"2,015","Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio","Terciario","PIB a precios corrientes","8","Atlántico","822.03"
"2,015","Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio","Terciario","PIB a precios corrientes","11","Bogotá D.C.","8,276.04"
"2,015","Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio","Terciario","PIB a precios corrientes","13","Bolívar","400.64"
"2,015","Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio","Terciario","PIB a precios corrientes","15","Boyacá","245.4"
"2,015","Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio","Terciario","PIB a precios corrientes","17","Caldas","307.51"
"2,015","Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio","Terciario","PIB a precios corrientes","18","Caquetá","56.82"
"2,015","Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio","Terciario","PIB a precios corrientes","85","Casanare","45.52"
"2,015","Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio","Terciario","PIB a precios corrientes","19","Cauca","180.57"
"2,015","Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio","Terciario","PIB a precios corrientes","20","Cesar","140.47"
"2,015","Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio","Terciario","PIB a precios corrientes","27","Chocó","34.59"
"2,015","Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio","Terciario","PIB a precios corrientes","23","Córdoba","238.25"
"2,015","Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio","Terciario","PIB a precios corrientes","25","Cundinamarca","548.51"
"2,015","Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio","Terciario","PIB a precios corrientes","94","Guainía","2.28"
"2,015","Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio","Terciario","PIB a precios corrientes","95","Guaviare","8.45"
"2,015","Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio","Terciario","PIB a precios corrientes","41","Huila","310.52"
"2,015","Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio","Terciario","PIB a precios corrientes","44","La Guajira","131.1"
"2,015","Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio","Terciario","PIB a precios corrientes","47","Magdalena","262.53"
"2,015","Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio","Terciario","PIB a precios corrientes","50","Meta","192.11"
"2,015","Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio","Terciario","PIB a precios corrientes","52","Nariño","302.69"
"2,015","Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio","Terciario","PIB a precios corrientes","54","Norte de Santander","479.66"
"2,015","Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio","Terciario","PIB a precios corrientes","86","Putumayo","45.4"
"2,015","Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio","Terciario","PIB a precios corrientes","63","Quindío","151.43"
"2,015","Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio","Terciario","PIB a precios corrientes","66","Risaralda","400.2"
"2,015","Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio","Terciario","PIB a precios corrientes","88","San Andrés, Providencia y Santa Catalina (Archipiélago)","7.56"
"2,015","Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio","Terciario","PIB a precios corrientes","68","Santander","664.9"
"2,015","Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio","Terciario","PIB a precios corrientes","70","Sucre","186.07"
"2,015","Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio","Terciario","PIB a precios corrientes","73","Tolima","321.45"
"2,015","Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio","Terciario","PIB a precios corrientes","76","Valle del Cauca","1,684.58"
"2,015","Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio","Terciario","PIB a precios corrientes","97","Vaupés","2.48"
"2,015","Actividades artísticas, de entretenimiento y recreación y otras actividades de servicios; actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio","Terciario","PIB a precios corrientes","99","Vichada","4.9"
"2,015","Impuestos","Terciario","PIB a precios corrientes","91","Amazonas","28.5"
"2,015","Impuestos","Terciario","PIB a precios corrientes","5","Antioquia","10,542.98"
"2,015","Impuestos","Terciario","PIB a precios corrientes","81","Arauca","105.7"
"2,015","Impuestos","Terciario","PIB a precios corrientes","8","Atlántico","3,509.48"
"2,015","Impuestos","Terciario","PIB a precios corrientes","11","Bogotá D.C.","21,596.86"
"2,015","Impuestos","Terciario","PIB a precios corrientes","13","Bolívar","3,136.91"
"2,015","Impuestos","Terciario","PIB a precios corrientes","15","Boyacá","1,517.96"
"2,015","Impuestos","Terciario","PIB a precios corrientes","17","Caldas","991.86"
"2,015","Impuestos","Terciario","PIB a precios corrientes","18","Caquetá","164.43"
"2,015","Impuestos","Terciario","PIB a precios corrientes","85","Casanare","446.69"
"2,015","Impuestos","Terciario","PIB a precios corrientes","19","Cauca","1,282.49"
"2,015","Impuestos","Terciario","PIB a precios corrientes","20","Cesar","513.53"
"2,015","Impuestos","Terciario","PIB a precios corrientes","27","Chocó","98.24"
"2,015","Impuestos","Terciario","PIB a precios corrientes","23","Córdoba","829.16"
"2,015","Impuestos","Terciario","PIB a precios corrientes","25","Cundinamarca","4,942.67"
"2,015","Impuestos","Terciario","PIB a precios corrientes","94","Guainía","10.01"
"2,015","Impuestos","Terciario","PIB a precios corrientes","95","Guaviare","23.8"
"2,015","Impuestos","Terciario","PIB a precios corrientes","41","Huila","740.48"
"2,015","Impuestos","Terciario","PIB a precios corrientes","44","La Guajira","304.7"
"2,015","Impuestos","Terciario","PIB a precios corrientes","47","Magdalena","541.56"
"2,015","Impuestos","Terciario","PIB a precios corrientes","50","Meta","1,046.37"
"2,015","Impuestos","Terciario","PIB a precios corrientes","52","Nariño","616.41"
"2,015","Impuestos","Terciario","PIB a precios corrientes","54","Norte de Santander","729.72"
"2,015","Impuestos","Terciario","PIB a precios corrientes","86","Putumayo","113.46"
"2,015","Impuestos","Terciario","PIB a precios corrientes","63","Quindío","365.18"
"2,015","Impuestos","Terciario","PIB a precios corrientes","66","Risaralda","1,105.55"
"2,015","Impuestos","Terciario","PIB a precios corrientes","88","San Andrés, Providencia y Santa Catalina (Archipiélago)","98.89"
"2,015","Impuestos","Terciario","PIB a precios corrientes","68","Santander","9,416.15"
"2,015","Impuestos","Terciario","PIB a precios corrientes","70","Sucre","375.57"
"2,015","Impuestos","Terciario","PIB a precios corrientes","73","Tolima","1,220.55"
"2,015","Impuestos","Terciario","PIB a precios corrientes","76","Valle del Cauca","7,710.84"
"2,015","Impuestos","Terciario","PIB a precios corrientes","97","Vaupés","7"
"2,015","Impuestos","Terciario","PIB a precios corrientes","99","Vichada","15.31"
"2,016","Agricultura, ganadería, caza, silvicultura y pesca","Primario","PIB a precios constantes de 2015","91","Amazonas","93.92"
"2,016","Agricultura, ganadería, caza, silvicultura y pesca","Primario","PIB a precios constantes de 2015","5","Antioquia","6,362.5"
"2,016","Agricultura, ganadería, caza, silvicultura y pesca","Primario","PIB a precios constantes de 2015","81","Arauca","766.69"
"2,016","Agricultura, ganadería, caza, silvicultura y pesca","Primario","PIB a precios constantes de 2015","8","Atlántico","352.85"
"2,016","Agricultura, ganadería, caza, silvicultura y pesca","Primario","PIB a precios constantes de 2015","11","Bogotá D.C.","11.72"
"2,016","Agricultura, ganadería, caza, silvicultura y pesca","Primario","PIB a precios constantes de 2015","13","Bolívar","1,218.04"
"2,016","Agricultura, ganadería, caza, silvicultura y pesca","Primario","PIB a precios constantes de 2015","15","Boyacá","2,186.42"
"2,016","Agricultura, ganadería, caza, silvicultura y pesca","Primario","PIB a precios constantes de 2015","17","Caldas","1,211.3"
"2,016","Agricultura, ganadería, caza, silvicultura y pesca","Primario","PIB a precios constantes de 2015","18","Caquetá","497.93"
"2,016","Agricultura, ganadería, caza, silvicultura y pesca","Primario","PIB a precios constantes de 2015","85","Casanare","1,427.21"
"2,016","Agricultura, ganadería, caza, silvicultura y pesca","Primario","PIB a precios constantes de 2015","19","Cauca","1,766.23"
"2,016","Agricultura, ganadería, caza, silvicultura y pesca","Primario","PIB a precios constantes de 2015","20","Cesar","1,168.83"
"2,016","Agricultura, ganadería, caza, silvicultura y pesca","Primario","PIB a precios constantes de 2015","27","Chocó","619.3"
"2,016","Agricultura, ganadería, caza, silvicultura y pesca","Primario","PIB a precios constantes de 2015","23","Córdoba","1,478.46"
"2,016","Agricultura, ganadería, caza, silvicultura y pesca","Primario","PIB a precios constantes de 2015","25","Cundinamarca","6,591.91"
"2,016","Agricultura, ganadería, caza, silvicultura y pesca","Primario","PIB a precios constantes de 2015","94","Guainía","26.15"
"2,016","Agricultura, ganadería, caza, silvicultura y pesca","Primario","PIB a precios constantes de 2015","95","Guaviare","139.94"
"2,016","Agricultura, ganadería, caza, silvicultura y pesca","Primario","PIB a precios constantes de 2015","41","Huila","2,265.54"
"2,016","Agricultura, ganadería, caza, silvicultura y pesca","Primario","PIB a precios constantes de 2015","44","La Guajira","331.61"
"2,016","Agricultura, ganadería, caza, silvicultura y pesca","Primario","PIB a precios constantes de 2015","47","Magdalena","1,590.56"
"2,016","Agricultura, ganadería, caza, silvicultura y pesca","Primario","PIB a precios constantes de 2015","50","Meta","2,463.63"
"2,016","Agricultura, ganadería, caza, silvicultura y pesca","Primario","PIB a precios constantes de 2015","52","Nariño","1,729.65"
"2,016","Agricultura, ganadería, caza, silvicultura y pesca","Primario","PIB a precios constantes de 2015","54","Norte de Santander","1,220.45"
"2,016","Agricultura, ganadería, caza, silvicultura y pesca","Primario","PIB a precios constantes de 2015","86","Putumayo","191.04"
"2,016","Agricultura, ganadería, caza, silvicultura y pesca","Primario","PIB a precios constantes de 2015","63","Quindío","972.94"
"2,016","Agricultura, ganadería, caza, silvicultura y pesca","Primario","PIB a precios constantes de 2015","66","Risaralda","828.09"
"2,016","Agricultura, ganadería, caza, silvicultura y pesca","Primario","PIB a precios constantes de 2015","88","San Andrés, Providencia y Santa Catalina (Archipiélago)","14.78"
"2,016","Agricultura, ganadería, caza, silvicultura y pesca","Primario","PIB a precios constantes de 2015","68","Santander","3,928.34"
"2,016","Agricultura, ganadería, caza, silvicultura y pesca","Primario","PIB a precios constantes de 2015","70","Sucre","655.94"
"2,016","Agricultura, ganadería, caza, silvicultura y pesca","Primario","PIB a precios constantes de 2015","73","Tolima","2,744.16"
"2,016","Agricultura, ganadería, caza, silvicultura y pesca","Primario","PIB a precios constantes de 2015","76","Valle del Cauca","4,393.95"
"2,016","Agricultura, ganadería, caza, silvicultura y pesca","Primario","PIB a precios constantes de 2015","97","Vaupés","18.25"
"2,016","Agricultura, ganadería, caza, silvicultura y pesca","Primario","PIB a precios constantes de 2015","99","Vichada","172.66"
"2,016","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","91","Amazonas","1.16"
"2,016","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","5","Antioquia","2,593.12"
"2,016","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","81","Arauca","1,529.8"
"2,016","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","8","Atlántico","102.25"
"2,016","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","11","Bogotá D.C.","337.74"
"2,016","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","13","Bolívar","730.51"
"2,016","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","15","Boyacá","1,961.83"
"2,016","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","17","Caldas","192"
"2,016","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","18","Caquetá","16.05"
"2,016","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","85","Casanare","5,981.21"
"2,016","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","19","Cauca","320.26"
"2,016","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","20","Cesar","6,176.64"
"2,016","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","27","Chocó","966.99"
"2,016","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","23","Córdoba","224.99"
"2,016","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","25","Cundinamarca","481.07"
"2,016","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","94","Guainía","28.56"
"2,016","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","95","Guaviare","2.48"
"2,016","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","41","Huila","905.64"
"2,016","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","44","La Guajira","3,585.38"
"2,016","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","47","Magdalena","43.28"
"2,016","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","50","Meta","14,823.67"
"2,016","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","52","Nariño","644.74"
"2,016","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","54","Norte de Santander","401.46"
"2,016","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","86","Putumayo","1,190.16"
"2,016","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","63","Quindío","25.23"
"2,016","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","66","Risaralda","51.95"
"2,016","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","88","San Andrés, Providencia y Santa Catalina (Archipiélago)","1.46"
"2,016","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","68","Santander","2,144.82"
"2,016","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","70","Sucre","42.19"
"2,016","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","73","Tolima","592.72"
"2,016","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","76","Valle del Cauca","151.09"
"2,016","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","97","Vaupés","0.89"
"2,016","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","99","Vichada","1.68"
"2,016","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","91","Amazonas","11.86"
"2,016","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","5","Antioquia","20,435.04"
"2,016","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","81","Arauca","140.65"
"2,016","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","8","Atlántico","6,128.31"
"2,016","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","11","Bogotá D.C.","20,068.78"
"2,016","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","13","Bolívar","4,530.39"
"2,016","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","15","Boyacá","2,954.44"
"2,016","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","17","Caldas","1,716.5"
"2,016","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","18","Caquetá","98.39"
"2,016","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","85","Casanare","307.38"
"2,016","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","19","Cauca","2,644.5"
"2,016","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","20","Cesar","556.15"
"2,016","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","27","Chocó","32.28"
"2,016","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","23","Córdoba","1,377.31"
"2,016","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","25","Cundinamarca","11,016.86"
"2,016","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","94","Guainía","7.7"
"2,016","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","95","Guaviare","11.55"
"2,016","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","41","Huila","482.83"
"2,016","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","44","La Guajira","55.27"
"2,016","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","47","Magdalena","467.89"
"2,016","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","50","Meta","638.34"
"2,016","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","52","Nariño","354.36"
"2,016","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","54","Norte de Santander","863.92"
"2,016","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","86","Putumayo","30"
"2,016","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","63","Quindío","348.67"
"2,016","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","66","Risaralda","1,811.49"
