"Año","Actividad","Sector","Tipo de precios","Código Departamento (DIVIPOLA)","Departamento","Valor (miles de millones de pesos)"
"2,011","Agricultura, ganadería, caza, silvicultura y pesca","Primario","PIB a precios constantes de 2015","97","Vaupés","14"
"2,011","Agricultura, ganadería, caza, silvicultura y pesca","Primario","PIB a precios constantes de 2015","99","Vichada","156.57"
"2,011","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","91","Amazonas","1"
"2,011","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","5","Antioquia","2,158.93"
"2,011","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","81","Arauca","2,497.25"
"2,011","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","8","Atlántico","44.73"
"2,011","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","11","Bogotá D.C.","271.14"
"2,011","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","13","Bolívar","891.92"
"2,011","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","15","Boyacá","1,783.37"
"2,011","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","17","Caldas","122.96"
"2,011","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","18","Caquetá","8.25"
"2,011","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","85","Casanare","5,724.68"
"2,011","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","19","Cauca","152.25"
"2,011","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","20","Cesar","4,626.66"
"2,011","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","27","Chocó","1,979.73"
"2,011","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","23","Córdoba","152.92"
"2,011","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","25","Cundinamarca","610.94"
"2,011","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","94","Guainía","27.82"
"2,011","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","95","Guaviare","2.91"
"2,011","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","41","Huila","1,409.96"
"2,011","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","44","La Guajira","3,697.2"
"2,011","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","47","Magdalena","22.79"
"2,011","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","50","Meta","13,877.34"
"2,011","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","52","Nariño","134.34"
"2,011","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","54","Norte de Santander","328.47"
"2,011","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","86","Putumayo","1,181.14"
"2,011","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","63","Quindío","18.51"
"2,011","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","66","Risaralda","31.65"
"2,011","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","88","San Andrés, Providencia y Santa Catalina (Archipiélago)","0.98"
"2,011","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","68","Santander","1,883.14"
"2,011","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","70","Sucre","36.07"
"2,011","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","73","Tolima","1,081.47"
"2,011","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","76","Valle del Cauca","137.48"
"2,011","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","97","Vaupés","0.94"
"2,011","Explotación de minas y canteras","Primario","PIB a precios constantes de 2015","99","Vichada","0.86"
"2,011","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","91","Amazonas","10.59"
"2,011","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","5","Antioquia","19,098.47"
"2,011","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","81","Arauca","119.66"
"2,011","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","8","Atlántico","5,019.01"
"2,011","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","11","Bogotá D.C.","20,286.25"
"2,011","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","13","Bolívar","4,732.87"
"2,011","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","15","Boyacá","2,674.45"
"2,011","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","17","Caldas","1,441.05"
"2,011","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","18","Caquetá","97.55"
"2,011","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","85","Casanare","335.73"
"2,011","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","19","Cauca","2,152.89"
"2,011","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","20","Cesar","502.47"
"2,011","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","27","Chocó","32.62"
"2,011","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","23","Córdoba","1,456.52"
"2,011","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","25","Cundinamarca","9,720.23"
"2,011","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","94","Guainía","9.66"
"2,011","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","95","Guaviare","11.21"
"2,011","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","41","Huila","429.21"
"2,011","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","44","La Guajira","49.95"
"2,011","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","47","Magdalena","431.47"
"2,011","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","50","Meta","623.38"
"2,011","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","52","Nariño","326.15"
"2,011","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","54","Norte de Santander","868.34"
"2,011","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","86","Putumayo","37.76"
"2,011","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","63","Quindío","335.48"
"2,011","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","66","Risaralda","1,508.66"
"2,011","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","88","San Andrés, Providencia y Santa Catalina (Archipiélago)","14.4"
"2,011","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","68","Santander","8,489.69"
"2,011","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","70","Sucre","606.55"
"2,011","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","73","Tolima","1,737.41"
"2,011","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","76","Valle del Cauca","12,137.93"
"2,011","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","97","Vaupés","0.38"
"2,011","Industrias manufactureras","Secundario","PIB a precios constantes de 2015","99","Vichada","5.19"
"2,011","Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental","Terciario","PIB a precios constantes de 2015","91","Amazonas","17.59"
"2,011","Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental","Terciario","PIB a precios constantes de 2015","5","Antioquia","5,002.62"
"2,011","Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental","Terciario","PIB a precios constantes de 2015","81","Arauca","29.79"
"2,011","Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental","Terciario","PIB a precios constantes de 2015","8","Atlántico","1,900.21"
"2,011","Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental","Terciario","PIB a precios constantes de 2015","11","Bogotá D.C.","3,859.75"
"2,011","Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental","Terciario","PIB a precios constantes de 2015","13","Bolívar","723.89"
"2,011","Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental","Terciario","PIB a precios constantes de 2015","15","Boyacá","1,249.96"
"2,011","Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental","Terciario","PIB a precios constantes de 2015","17","Caldas","676.91"
"2,011","Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental","Terciario","PIB a precios constantes de 2015","18","Caquetá","19.22"
"2,011","Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental","Terciario","PIB a precios constantes de 2015","85","Casanare","160.83"
"2,011","Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental","Terciario","PIB a precios constantes de 2015","19","Cauca","366.36"
"2,011","Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental","Terciario","PIB a precios constantes de 2015","20","Cesar","281.29"
"2,011","Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental","Terciario","PIB a precios constantes de 2015","27","Chocó","28.28"
"2,011","Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental","Terciario","PIB a precios constantes de 2015","23","Córdoba","484.61"
"2,011","Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental","Terciario","PIB a precios constantes de 2015","25","Cundinamarca","2,347.61"
"2,011","Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental","Terciario","PIB a precios constantes de 2015","94","Guainía","0.65"
"2,013","Actividades financieras y de seguros","Terciario","PIB a precios constantes de 2015","17","Caldas","333.92"
"2,011","Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental","Terciario","PIB a precios constantes de 2015","95","Guaviare","5.68"
"2,011","Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental","Terciario","PIB a precios constantes de 2015","41","Huila","575.95"
"2,011","Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental","Terciario","PIB a precios constantes de 2015","44","La Guajira","326.07"
"2,011","Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental","Terciario","PIB a precios constantes de 2015","47","Magdalena","162.16"
"2,011","Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental","Terciario","PIB a precios constantes de 2015","50","Meta","229.85"
"2,011","Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental","Terciario","PIB a precios constantes de 2015","52","Nariño","169.12"
"2,011","Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental","Terciario","PIB a precios constantes de 2015","54","Norte de Santander","244.06"
"2,011","Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental","Terciario","PIB a precios constantes de 2015","86","Putumayo","11.2"
"2,011","Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental","Terciario","PIB a precios constantes de 2015","63","Quindío","128.92"
"2,011","Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental","Terciario","PIB a precios constantes de 2015","66","Risaralda","277.47"
"2,011","Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental","Terciario","PIB a precios constantes de 2015","88","San Andrés, Providencia y Santa Catalina (Archipiélago)","22.48"
"2,011","Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental","Terciario","PIB a precios constantes de 2015","68","Santander","769.43"
"2,011","Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental","Terciario","PIB a precios constantes de 2015","70","Sucre","114.16"
"2,011","Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental","Terciario","PIB a precios constantes de 2015","73","Tolima","375.05"
"2,011","Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental","Terciario","PIB a precios constantes de 2015","76","Valle del Cauca","2,199.47"
"2,011","Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental","Terciario","PIB a precios constantes de 2015","97","Vaupés","0.65"
"2,011","Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental","Terciario","PIB a precios constantes de 2015","99","Vichada","3.24"
"2,011","Construcción","Secundario","PIB a precios constantes de 2015","91","Amazonas","27.36"
"2,011","Construcción","Secundario","PIB a precios constantes de 2015","5","Antioquia","5,020.35"
"2,011","Construcción","Secundario","PIB a precios constantes de 2015","81","Arauca","333.27"
"2,011","Construcción","Secundario","PIB a precios constantes de 2015","8","Atlántico","1,243.35"
"2,011","Construcción","Secundario","PIB a precios constantes de 2015","11","Bogotá D.C.","8,545.91"
"2,011","Construcción","Secundario","PIB a precios constantes de 2015","13","Bolívar","1,805.03"
"2,011","Construcción","Secundario","PIB a precios constantes de 2015","15","Boyacá","1,448.72"
"2,011","Construcción","Secundario","PIB a precios constantes de 2015","17","Caldas","630.55"
"2,011","Construcción","Secundario","PIB a precios constantes de 2015","18","Caquetá","253.87"
"2,011","Construcción","Secundario","PIB a precios constantes de 2015","85","Casanare","493.08"
"2,011","Construcción","Secundario","PIB a precios constantes de 2015","19","Cauca","587.84"
"2,011","Construcción","Secundario","PIB a precios constantes de 2015","20","Cesar","750.11"
"2,011","Construcción","Secundario","PIB a precios constantes de 2015","27","Chocó","153.04"
"2,011","Construcción","Secundario","PIB a precios constantes de 2015","23","Córdoba","871.41"
"2,011","Construcción","Secundario","PIB a precios constantes de 2015","25","Cundinamarca","2,726.46"
"2,011","Construcción","Secundario","PIB a precios constantes de 2015","94","Guainía","41.31"
"2,011","Construcción","Secundario","PIB a precios constantes de 2015","95","Guaviare","61.58"
"2,011","Construcción","Secundario","PIB a precios constantes de 2015","41","Huila","1,750.99"
"2,011","Construcción","Secundario","PIB a precios constantes de 2015","44","La Guajira","377.38"
"2,011","Construcción","Secundario","PIB a precios constantes de 2015","47","Magdalena","1,044.54"
"2,011","Construcción","Secundario","PIB a precios constantes de 2015","50","Meta","1,942.84"
"2,011","Construcción","Secundario","PIB a precios constantes de 2015","52","Nariño","752.43"
"2,011","Construcción","Secundario","PIB a precios constantes de 2015","54","Norte de Santander","1,010.73"
"2,011","Construcción","Secundario","PIB a precios constantes de 2015","86","Putumayo","160.9"
"2,011","Construcción","Secundario","PIB a precios constantes de 2015","63","Quindío","548.8"
"2,011","Construcción","Secundario","PIB a precios constantes de 2015","66","Risaralda","826.93"
"2,011","Construcción","Secundario","PIB a precios constantes de 2015","88","San Andrés, Providencia y Santa Catalina (Archipiélago)","21.87"
"2,011","Construcción","Secundario","PIB a precios constantes de 2015","68","Santander","4,625.31"
"2,011","Construcción","Secundario","PIB a precios constantes de 2015","70","Sucre","469.13"
"2,011","Construcción","Secundario","PIB a precios constantes de 2015","73","Tolima","889.3"
"2,011","Construcción","Secundario","PIB a precios constantes de 2015","76","Valle del Cauca","2,554.26"
"2,011","Construcción","Secundario","PIB a precios constantes de 2015","97","Vaupés","34.72"
"2,011","Construcción","Secundario","PIB a precios constantes de 2015","99","Vichada","34.86"
"2,011","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida","Terciario","PIB a precios constantes de 2015","91","Amazonas","150.54"
"2,011","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida","Terciario","PIB a precios constantes de 2015","5","Antioquia","16,211.4"
"2,011","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida","Terciario","PIB a precios constantes de 2015","81","Arauca","406.34"
"2,011","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida","Terciario","PIB a precios constantes de 2015","8","Atlántico","5,848.59"
"2,011","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida","Terciario","PIB a precios constantes de 2015","11","Bogotá D.C.","33,128.21"
"2,011","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida","Terciario","PIB a precios constantes de 2015","13","Bolívar","4,135.1"
"2,011","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida","Terciario","PIB a precios constantes de 2015","15","Boyacá","3,706.32"
"2,011","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida","Terciario","PIB a precios constantes de 2015","17","Caldas","1,885.04"
"2,011","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida","Terciario","PIB a precios constantes de 2015","18","Caquetá","521.9"
"2,011","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida","Terciario","PIB a precios constantes de 2015","85","Casanare","1,933.37"
"2,011","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida","Terciario","PIB a precios constantes de 2015","19","Cauca","1,487.24"
"2,011","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida","Terciario","PIB a precios constantes de 2015","20","Cesar","1,539.64"
"2,011","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida","Terciario","PIB a precios constantes de 2015","27","Chocó","379.7"
"2,011","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida","Terciario","PIB a precios constantes de 2015","23","Córdoba","1,738.08"
"2,011","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida","Terciario","PIB a precios constantes de 2015","25","Cundinamarca","5,891.29"
"2,011","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida","Terciario","PIB a precios constantes de 2015","94","Guainía","38.43"
"2,011","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida","Terciario","PIB a precios constantes de 2015","95","Guaviare","104.93"
"2,011","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida","Terciario","PIB a precios constantes de 2015","41","Huila","1,938.68"
"2,011","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida","Terciario","PIB a precios constantes de 2015","44","La Guajira","922.25"
"2,015","Actividades inmobiliarias","Terciario","PIB a precios corrientes","15","Boyacá","1,183.44"
"2,011","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida","Terciario","PIB a precios constantes de 2015","47","Magdalena","1,833.79"
"2,011","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida","Terciario","PIB a precios constantes de 2015","50","Meta","2,809.57"
"2,011","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida","Terciario","PIB a precios constantes de 2015","52","Nariño","1,972.62"
"2,011","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida","Terciario","PIB a precios constantes de 2015","54","Norte de Santander","2,115.39"
"2,011","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida","Terciario","PIB a precios constantes de 2015","86","Putumayo","402.16"
"2,011","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida","Terciario","PIB a precios constantes de 2015","63","Quindío","1,133.52"
"2,011","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida","Terciario","PIB a precios constantes de 2015","66","Risaralda","2,160.37"
"2,011","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida","Terciario","PIB a precios constantes de 2015","88","San Andrés, Providencia y Santa Catalina (Archipiélago)","590.84"
"2,011","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida","Terciario","PIB a precios constantes de 2015","68","Santander","5,587.53"
"2,011","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida","Terciario","PIB a precios constantes de 2015","70","Sucre","989.79"
"2,011","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida","Terciario","PIB a precios constantes de 2015","73","Tolima","2,675.47"
"2,011","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida","Terciario","PIB a precios constantes de 2015","76","Valle del Cauca","11,598"
"2,011","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida","Terciario","PIB a precios constantes de 2015","97","Vaupés","47.06"
"2,011","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida","Terciario","PIB a precios constantes de 2015","99","Vichada","46.51"
"2,011","Información y comunicaciones","Terciario","PIB a precios constantes de 2015","91","Amazonas","4.23"
"2,011","Información y comunicaciones","Terciario","PIB a precios constantes de 2015","5","Antioquia","2,915.43"
"2,011","Información y comunicaciones","Terciario","PIB a precios constantes de 2015","81","Arauca","28.21"
"2,011","Información y comunicaciones","Terciario","PIB a precios constantes de 2015","8","Atlántico","862.63"
"2,011","Información y comunicaciones","Terciario","PIB a precios constantes de 2015","11","Bogotá D.C.","8,108.22"
"2,011","Información y comunicaciones","Terciario","PIB a precios constantes de 2015","13","Bolívar","513.57"
"2,011","Información y comunicaciones","Terciario","PIB a precios constantes de 2015","15","Boyacá","327.13"
"2,011","Información y comunicaciones","Terciario","PIB a precios constantes de 2015","17","Caldas","344.69"
"2,011","Información y comunicaciones","Terciario","PIB a precios constantes de 2015","18","Caquetá","56.59"
"2,011","Información y comunicaciones","Terciario","PIB a precios constantes de 2015","85","Casanare","70.79"
"2,011","Información y comunicaciones","Terciario","PIB a precios constantes de 2015","19","Cauca","136.55"
"2,011","Información y comunicaciones","Terciario","PIB a precios constantes de 2015","20","Cesar","194.36"
"2,011","Información y comunicaciones","Terciario","PIB a precios constantes de 2015","27","Chocó","34.17"
"2,011","Información y comunicaciones","Terciario","PIB a precios constantes de 2015","23","Córdoba","343.42"
"2,011","Información y comunicaciones","Terciario","PIB a precios constantes de 2015","25","Cundinamarca","1,075.11"
"2,011","Información y comunicaciones","Terciario","PIB a precios constantes de 2015","94","Guainía","0.45"
"2,011","Información y comunicaciones","Terciario","PIB a precios constantes de 2015","95","Guaviare","5.37"
"2,011","Información y comunicaciones","Terciario","PIB a precios constantes de 2015","41","Huila","275.27"
"2,011","Información y comunicaciones","Terciario","PIB a precios constantes de 2015","44","La Guajira","72.67"
"2,011","Información y comunicaciones","Terciario","PIB a precios constantes de 2015","47","Magdalena","215.41"
"2,011","Información y comunicaciones","Terciario","PIB a precios constantes de 2015","50","Meta","252.83"
"2,011","Información y comunicaciones","Terciario","PIB a precios constantes de 2015","52","Nariño","201.09"
"2,011","Información y comunicaciones","Terciario","PIB a precios constantes de 2015","54","Norte de Santander","211.21"
"2,011","Información y comunicaciones","Terciario","PIB a precios constantes de 2015","86","Putumayo","11.09"
"2,011","Información y comunicaciones","Terciario","PIB a precios constantes de 2015","63","Quindío","135.37"
"2,011","Información y comunicaciones","Terciario","PIB a precios constantes de 2015","66","Risaralda","356.86"
"2,011","Información y comunicaciones","Terciario","PIB a precios constantes de 2015","88","San Andrés, Providencia y Santa Catalina (Archipiélago)","14.71"
"2,011","Información y comunicaciones","Terciario","PIB a precios constantes de 2015","68","Santander","1,159.28"
"2,011","Información y comunicaciones","Terciario","PIB a precios constantes de 2015","70","Sucre","134.65"
"2,011","Información y comunicaciones","Terciario","PIB a precios constantes de 2015","73","Tolima","466.54"
"2,011","Información y comunicaciones","Terciario","PIB a precios constantes de 2015","76","Valle del Cauca","1,897.09"
"2,011","Información y comunicaciones","Terciario","PIB a precios constantes de 2015","97","Vaupés","0.22"
"2,011","Información y comunicaciones","Terciario","PIB a precios constantes de 2015","99","Vichada","3.25"
"2,011","Actividades financieras y de seguros","Terciario","PIB a precios constantes de 2015","91","Amazonas","9.88"
"2,011","Actividades financieras y de seguros","Terciario","PIB a precios constantes de 2015","5","Antioquia","3,960.82"
"2,011","Actividades financieras y de seguros","Terciario","PIB a precios constantes de 2015","81","Arauca","51.39"
"2,011","Actividades financieras y de seguros","Terciario","PIB a precios constantes de 2015","8","Atlántico","1,130.69"
"2,011","Actividades financieras y de seguros","Terciario","PIB a precios constantes de 2015","11","Bogotá D.C.","12,501.67"
"2,011","Actividades financieras y de seguros","Terciario","PIB a precios constantes de 2015","13","Bolívar","479.45"
"2,011","Actividades financieras y de seguros","Terciario","PIB a precios constantes de 2015","15","Boyacá","309.51"
"2,011","Actividades financieras y de seguros","Terciario","PIB a precios constantes de 2015","17","Caldas","305.8"
"2,011","Actividades financieras y de seguros","Terciario","PIB a precios constantes de 2015","18","Caquetá","64.26"
"2,011","Actividades financieras y de seguros","Terciario","PIB a precios constantes de 2015","85","Casanare","120.77"
"2,011","Actividades financieras y de seguros","Terciario","PIB a precios constantes de 2015","19","Cauca","177.93"
"2,011","Actividades financieras y de seguros","Terciario","PIB a precios constantes de 2015","20","Cesar","221.55"
"2,011","Actividades financieras y de seguros","Terciario","PIB a precios constantes de 2015","27","Chocó","42.35"
"2,011","Actividades financieras y de seguros","Terciario","PIB a precios constantes de 2015","23","Córdoba","247.14"
