Año,Actividad,Sector,Tipo de precios,Código Departamento (DIVIPOLA),Departamento,Valor (miles de millones de pesos),Valor_winsorizado,Actividad_abreviada
2010,Impuestos,Terciario,PIB a precios corrientes,70,Sucre,211.31,211.31,Impuestos
2010,Impuestos,Terciario,PIB a precios corrientes,73,Tolima,716.78,716.78,Impuestos
2010,Impuestos,Terciario,PIB a precios corrientes,76,Valle del Cauca,5192.72,5192.72,Impuestos
2010,Impuestos,Terciario,PIB a precios corrientes,97,Vaupés,3.44,3.44,Impuestos
2010,Impuestos,Terciario,PIB a precios corrientes,99,Vichada,9.22,9.22,Impuestos
2011,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios constantes de 2015,91,Amazonas,100.58,100.58,Agricultura y pesca
2011,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios constantes de 2015,5,Antioquia,5106.74,5106.74,Agricultura y pesca
2011,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios constantes de 2015,81,Arauca,670.72,670.72,Agricultura y pesca
2011,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios constantes de 2015,8,Atlántico,289.76,289.76,Agricultura y pesca
2011,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios constantes de 2015,11,Bogotá D.C.,11.52,11.52,Agricultura y pesca
2011,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios constantes de 2015,13,Bolívar,995.53,995.53,Agricultura y pesca
2011,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios constantes de 2015,15,Boyacá,1921.69,1921.69,Agricultura y pesca
2011,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios constantes de 2015,17,Caldas,1015.64,1015.64,Agricultura y pesca
2011,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios constantes de 2015,18,Caquetá,423.41,423.41,Agricultura y pesca
2011,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios constantes de 2015,85,Casanare,817.35,817.35,Agricultura y pesca
2011,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios constantes de 2015,19,Cauca,1200.81,1200.81,Agricultura y pesca
2011,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios constantes de 2015,20,Cesar,1160.95,1160.95,Agricultura y pesca
2011,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios constantes de 2015,27,Chocó,493.77,493.77,Agricultura y pesca
2011,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios constantes de 2015,23,Córdoba,1501.71,1501.71,Agricultura y pesca
2011,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios constantes de 2015,25,Cundinamarca,5854.73,5854.73,Agricultura y pesca
2011,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios constantes de 2015,94,Guainía,26.02,26.02,Agricultura y pesca
2011,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios constantes de 2015,95,Guaviare,112.93,112.93,Agricultura y pesca
2011,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios constantes de 2015,41,Huila,1678.01,1678.01,Agricultura y pesca
2011,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios constantes de 2015,44,La Guajira,362.77,362.77,Agricultura y pesca
2011,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios constantes de 2015,47,Magdalena,1438.93,1438.93,Agricultura y pesca
2011,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios constantes de 2015,50,Meta,1800.49,1800.49,Agricultura y pesca
2011,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios constantes de 2015,52,Nariño,1448.23,1448.23,Agricultura y pesca
2011,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios constantes de 2015,54,Norte de Santander,1167.86,1167.86,Agricultura y pesca
2011,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios constantes de 2015,86,Putumayo,160.08,160.08,Agricultura y pesca
2011,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios constantes de 2015,63,Quindío,842.18,842.18,Agricultura y pesca
2011,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios constantes de 2015,66,Risaralda,668.98,668.98,Agricultura y pesca
2011,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios constantes de 2015,88,"San Andrés, Providencia y Santa Catalina (Archipiélago)",14.99,14.99,Agricultura y pesca
2011,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios constantes de 2015,68,Santander,3213.34,3213.34,Agricultura y pesca
2011,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios constantes de 2015,70,Sucre,503.12,503.12,Agricultura y pesca
2011,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios constantes de 2015,73,Tolima,2252.85,2252.85,Agricultura y pesca
2011,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios constantes de 2015,76,Valle del Cauca,3795.94,3795.94,Agricultura y pesca
2011,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios constantes de 2015,97,Vaupés,14.0,14.0,Agricultura y pesca
2011,"Agricultura, ganadería, caza, silvicultura y pesca",Primario,PIB a precios constantes de 2015,99,Vichada,156.57,156.57,Agricultura y pesca
2011,Explotación de minas y canteras,Primario,PIB a precios constantes de 2015,91,Amazonas,1.0,1.0,Minería
2011,Explotación de minas y canteras,Primario,PIB a precios constantes de 2015,5,Antioquia,2158.93,2158.93,Minería
2011,Explotación de minas y canteras,Primario,PIB a precios constantes de 2015,81,Arauca,2497.25,2497.25,Minería
2011,Explotación de minas y canteras,Primario,PIB a precios constantes de 2015,8,Atlántico,44.73,44.73,Minería
2011,Explotación de minas y canteras,Primario,PIB a precios constantes de 2015,11,Bogotá D.C.,271.14,271.14,Minería
2011,Explotación de minas y canteras,Primario,PIB a precios constantes de 2015,13,Bolívar,891.92,891.92,Minería
2011,Explotación de minas y canteras,Primario,PIB a precios constantes de 2015,15,Boyacá,1783.37,1783.37,Minería
2011,Explotación de minas y canteras,Primario,PIB a precios constantes de 2015,17,Caldas,122.96,122.96,Minería
2011,Explotación de minas y canteras,Primario,PIB a precios constantes de 2015,18,Caquetá,8.25,8.25,Minería
2011,Explotación de minas y canteras,Primario,PIB a precios constantes de 2015,85,Casanare,5724.68,5724.68,Minería
2011,Explotación de minas y canteras,Primario,PIB a precios constantes de 2015,19,Cauca,152.25,152.25,Minería
2011,Explotación de minas y canteras,Primario,PIB a precios constantes de 2015,20,Cesar,4626.66,4626.66,Minería
2011,Explotación de minas y canteras,Primario,PIB a precios constantes de 2015,27,Chocó,1979.73,1979.73,Minería
2011,Explotación de minas y canteras,Primario,PIB a precios constantes de 2015,23,Córdoba,152.92,152.92,Minería
2011,Explotación de minas y canteras,Primario,PIB a precios constantes de 2015,25,Cundinamarca,610.94,610.94,Minería
2011,Explotación de minas y canteras,Primario,PIB a precios constantes de 2015,94,Guainía,27.82,27.82,Minería
2011,Explotación de minas y canteras,Primario,PIB a precios constantes de 2015,95,Guaviare,2.91,2.91,Minería
2011,Explotación de minas y canteras,Primario,PIB a precios constantes de 2015,41,Huila,1409.96,1409.96,Minería
2011,Explotación de minas y canteras,Primario,PIB a precios constantes de 2015,44,La Guajira,3697.2,3697.2,Minería
2011,Explotación de minas y canteras,Primario,PIB a precios constantes de 2015,47,Magdalena,22.79,22.79,Minería
2011,Explotación de minas y canteras,Primario,PIB a precios constantes de 2015,50,Meta,13877.34,13877.34,Minería
2011,Explotación de minas y canteras,Primario,PIB a precios constantes de 2015,52,Nariño,134.34,134.34,Minería
2011,Explotación de minas y canteras,Primario,PIB a precios constantes de 2015,54,Norte de Santander,328.47,328.47,Minería
2011,Explotación de minas y canteras,Primario,PIB a precios constantes de 2015,86,Putumayo,1181.14,1181.14,Minería
2011,Explotación de minas y canteras,Primario,PIB a precios constantes de 2015,63,Quindío,18.51,18.51,Minería
2011,Explotación de minas y canteras,Primario,PIB a precios constantes de 2015,66,Risaralda,31.65,31.65,Minería
2011,Explotación de minas y canteras,Primario,PIB a precios constantes de 2015,88,"San Andrés, Providencia y Santa Catalina (Archipiélago)",0.98,0.98,Minería
2011,Explotación de minas y canteras,Primario,PIB a precios constantes de 2015,68,Santander,1883.14,1883.14,Minería
2011,Explotación de minas y canteras,Primario,PIB a precios constantes de 2015,70,Sucre,36.07,36.07,Minería
2011,Explotación de minas y canteras,Primario,PIB a precios constantes de 2015,73,Tolima,1081.47,1081.47,Minería
2011,Explotación de minas y canteras,Primario,PIB a precios constantes de 2015,76,Valle del Cauca,137.48,137.48,Minería
2011,Explotación de minas y canteras,Primario,PIB a precios constantes de 2015,97,Vaupés,0.94,0.94,Minería
2011,Explotación de minas y canteras,Primario,PIB a precios constantes de 2015,99,Vichada,0.86,0.86,Minería
2011,Industrias manufactureras,Secundario,PIB a precios constantes de 2015,91,Amazonas,10.59,10.59,Manufactura
2011,Industrias manufactureras,Secundario,PIB a precios constantes de 2015,5,Antioquia,19098.47,19098.47,Manufactura
2011,Industrias manufactureras,Secundario,PIB a precios constantes de 2015,81,Arauca,119.66,119.66,Manufactura
2011,Industrias manufactureras,Secundario,PIB a precios constantes de 2015,8,Atlántico,5019.01,5019.01,Manufactura
2011,Industrias manufactureras,Secundario,PIB a precios constantes de 2015,11,Bogotá D.C.,20286.25,20286.25,Manufactura
2011,Industrias manufactureras,Secundario,PIB a precios constantes de 2015,13,Bolívar,4732.87,4732.87,Manufactura
2011,Industrias manufactureras,Secundario,PIB a precios constantes de 2015,15,Boyacá,2674.45,2674.45,Manufactura
2011,Industrias manufactureras,Secundario,PIB a precios constantes de 2015,17,Caldas,1441.05,1441.05,Manufactura
2011,Industrias manufactureras,Secundario,PIB a precios constantes de 2015,18,Caquetá,97.55,97.55,Manufactura
2011,Industrias manufactureras,Secundario,PIB a precios constantes de 2015,85,Casanare,335.73,335.73,Manufactura
2011,Industrias manufactureras,Secundario,PIB a precios constantes de 2015,19,Cauca,2152.89,2152.89,Manufactura
2011,Industrias manufactureras,Secundario,PIB a precios constantes de 2015,20,Cesar,502.47,502.47,Manufactura
2011,Industrias manufactureras,Secundario,PIB a precios constantes de 2015,27,Chocó,32.62,32.62,Manufactura
2011,Industrias manufactureras,Secundario,PIB a precios constantes de 2015,23,Córdoba,1456.52,1456.52,Manufactura
2011,Industrias manufactureras,Secundario,PIB a precios constantes de 2015,25,Cundinamarca,9720.23,9720.23,Manufactura
2011,Industrias manufactureras,Secundario,PIB a precios constantes de 2015,94,Guainía,9.66,9.66,Manufactura
2011,Industrias manufactureras,Secundario,PIB a precios constantes de 2015,95,Guaviare,11.21,11.21,Manufactura
2011,Industrias manufactureras,Secundario,PIB a precios constantes de 2015,41,Huila,429.21,429.21,Manufactura
2011,Industrias manufactureras,Secundario,PIB a precios constantes de 2015,44,La Guajira,49.95,49.95,Manufactura
2011,Industrias manufactureras,Secundario,PIB a precios constantes de 2015,47,Magdalena,431.47,431.47,Manufactura
2011,Industrias manufactureras,Secundario,PIB a precios constantes de 2015,50,Meta,623.38,623.38,Manufactura
2011,Industrias manufactureras,Secundario,PIB a precios constantes de 2015,52,Nariño,326.15,326.15,Manufactura
2011,Industrias manufactureras,Secundario,PIB a precios constantes de 2015,54,Norte de Santander,868.34,868.34,Manufactura
2011,Industrias manufactureras,Secundario,PIB a precios constantes de 2015,86,Putumayo,37.76,37.76,Manufactura
2011,Industrias manufactureras,Secundario,PIB a precios constantes de 2015,63,Quindío,335.48,335.48,Manufactura
2011,Industrias manufactureras,Secundario,PIB a precios constantes de 2015,66,Risaralda,1508.66,1508.66,Manufactura
2011,Industrias manufactureras,Secundario,PIB a precios constantes de 2015,88,"San Andrés, Providencia y Santa Catalina (Archipiélago)",14.4,14.4,Manufactura
2011,Industrias manufactureras,Secundario,PIB a precios constantes de 2015,68,Santander,8489.69,8489.69,Manufactura
2011,Industrias manufactureras,Secundario,PIB a precios constantes de 2015,70,Sucre,606.55,606.55,Manufactura
2011,Industrias manufactureras,Secundario,PIB a precios constantes de 2015,73,Tolima,1737.41,1737.41,Manufactura
2011,Industrias manufactureras,Secundario,PIB a precios constantes de 2015,76,Valle del Cauca,12137.93,12137.93,Manufactura
2011,Industrias manufactureras,Secundario,PIB a precios constantes de 2015,97,Vaupés,0.38,0.7100999999999998,Manufactura
2011,Industrias manufactureras,Secundario,PIB a precios constantes de 2015,99,Vichada,5.19,5.19,Manufactura
2011,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios constantes de 2015,91,Amazonas,17.59,17.59,"Electricidad, agua y saneamiento"
2011,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios constantes de 2015,5,Antioquia,5002.62,5002.62,"Electricidad, agua y saneamiento"
2011,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios constantes de 2015,81,Arauca,29.79,29.79,"Electricidad, agua y saneamiento"
2011,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios constantes de 2015,8,Atlántico,1900.21,1900.21,"Electricidad, agua y saneamiento"
2011,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios constantes de 2015,11,Bogotá D.C.,3859.75,3859.75,"Electricidad, agua y saneamiento"
2011,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios constantes de 2015,13,Bolívar,723.89,723.89,"Electricidad, agua y saneamiento"
2011,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios constantes de 2015,15,Boyacá,1249.96,1249.96,"Electricidad, agua y saneamiento"
2011,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios constantes de 2015,17,Caldas,676.91,676.91,"Electricidad, agua y saneamiento"
2011,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios constantes de 2015,18,Caquetá,19.22,19.22,"Electricidad, agua y saneamiento"
2011,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios constantes de 2015,85,Casanare,160.83,160.83,"Electricidad, agua y saneamiento"
2011,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios constantes de 2015,19,Cauca,366.36,366.36,"Electricidad, agua y saneamiento"
2011,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios constantes de 2015,20,Cesar,281.29,281.29,"Electricidad, agua y saneamiento"
2011,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios constantes de 2015,27,Chocó,28.28,28.28,"Electricidad, agua y saneamiento"
2011,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios constantes de 2015,23,Córdoba,484.61,484.61,"Electricidad, agua y saneamiento"
2011,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios constantes de 2015,25,Cundinamarca,2347.61,2347.61,"Electricidad, agua y saneamiento"
2011,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios constantes de 2015,94,Guainía,0.65,0.7100999999999998,"Electricidad, agua y saneamiento"
2013,Actividades financieras y de seguros,Terciario,PIB a precios constantes de 2015,17,Caldas,333.92,333.92,Finanzas y seguros
2011,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios constantes de 2015,95,Guaviare,5.68,5.68,"Electricidad, agua y saneamiento"
2011,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios constantes de 2015,41,Huila,575.95,575.95,"Electricidad, agua y saneamiento"
2011,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios constantes de 2015,44,La Guajira,326.07,326.07,"Electricidad, agua y saneamiento"
2011,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios constantes de 2015,47,Magdalena,162.16,162.16,"Electricidad, agua y saneamiento"
2011,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios constantes de 2015,50,Meta,229.85,229.85,"Electricidad, agua y saneamiento"
2011,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios constantes de 2015,52,Nariño,169.12,169.12,"Electricidad, agua y saneamiento"
2011,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios constantes de 2015,54,Norte de Santander,244.06,244.06,"Electricidad, agua y saneamiento"
2011,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios constantes de 2015,86,Putumayo,11.2,11.2,"Electricidad, agua y saneamiento"
2011,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios constantes de 2015,63,Quindío,128.92,128.92,"Electricidad, agua y saneamiento"
2011,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios constantes de 2015,66,Risaralda,277.47,277.47,"Electricidad, agua y saneamiento"
2011,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios constantes de 2015,88,"San Andrés, Providencia y Santa Catalina (Archipiélago)",22.48,22.48,"Electricidad, agua y saneamiento"
2011,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios constantes de 2015,68,Santander,769.43,769.43,"Electricidad, agua y saneamiento"
2011,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios constantes de 2015,70,Sucre,114.16,114.16,"Electricidad, agua y saneamiento"
2011,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios constantes de 2015,73,Tolima,375.05,375.05,"Electricidad, agua y saneamiento"
2011,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios constantes de 2015,76,Valle del Cauca,2199.47,2199.47,"Electricidad, agua y saneamiento"
2011,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios constantes de 2015,97,Vaupés,0.65,0.7100999999999998,"Electricidad, agua y saneamiento"
2011,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios constantes de 2015,99,Vichada,3.24,3.24,"Electricidad, agua y saneamiento"
2011,Construcción,Secundario,PIB a precios constantes de 2015,91,Amazonas,27.36,27.36,Construcción
2011,Construcción,Secundario,PIB a precios constantes de 2015,5,Antioquia,5020.35,5020.35,Construcción
2011,Construcción,Secundario,PIB a precios constantes de 2015,81,Arauca,333.27,333.27,Construcción
2011,Construcción,Secundario,PIB a precios constantes de 2015,8,Atlántico,1243.35,1243.35,Construcción
2011,Construcción,Secundario,PIB a precios constantes de 2015,11,Bogotá D.C.,8545.91,8545.91,Construcción
2011,Construcción,Secundario,PIB a precios constantes de 2015,13,Bolívar,1805.03,1805.03,Construcción
2011,Construcción,Secundario,PIB a precios constantes de 2015,15,Boyacá,1448.72,1448.72,Construcción
2011,Construcción,Secundario,PIB a precios constantes de 2015,17,Caldas,630.55,630.55,Construcción
2011,Construcción,Secundario,PIB a precios constantes de 2015,18,Caquetá,253.87,253.87,Construcción
2011,Construcción,Secundario,PIB a precios constantes de 2015,85,Casanare,493.08,493.08,Construcción
2011,Construcción,Secundario,PIB a precios constantes de 2015,19,Cauca,587.84,587.84,Construcción
2011,Construcción,Secundario,PIB a precios constantes de 2015,20,Cesar,750.11,750.11,Construcción
2011,Construcción,Secundario,PIB a precios constantes de 2015,27,Chocó,153.04,153.04,Construcción
2011,Construcción,Secundario,PIB a precios constantes de 2015,23,Córdoba,871.41,871.41,Construcción
2011,Construcción,Secundario,PIB a precios constantes de 2015,25,Cundinamarca,2726.46,2726.46,Construcción
2011,Construcción,Secundario,PIB a precios constantes de 2015,94,Guainía,41.31,41.31,Construcción
2011,Construcción,Secundario,PIB a precios constantes de 2015,95,Guaviare,61.58,61.58,Construcción
2011,Construcción,Secundario,PIB a precios constantes de 2015,41,Huila,1750.99,1750.99,Construcción
2011,Construcción,Secundario,PIB a precios constantes de 2015,44,La Guajira,377.38,377.38,Construcción
2011,Construcción,Secundario,PIB a precios constantes de 2015,47,Magdalena,1044.54,1044.54,Construcción
2011,Construcción,Secundario,PIB a precios constantes de 2015,50,Meta,1942.84,1942.84,Construcción
2011,Construcción,Secundario,PIB a precios constantes de 2015,52,Nariño,752.43,752.43,Construcción
2011,Construcción,Secundario,PIB a precios constantes de 2015,54,Norte de Santander,1010.73,1010.73,Construcción
2011,Construcción,Secundario,PIB a precios constantes de 2015,86,Putumayo,160.9,160.9,Construcción
2011,Construcción,Secundario,PIB a precios constantes de 2015,63,Quindío,548.8,548.8,Construcción
2011,Construcción,Secundario,PIB a precios constantes de 2015,66,Risaralda,826.93,826.93,Construcción
2011,Construcción,Secundario,PIB a precios constantes de 2015,88,"San Andrés, Providencia y Santa Catalina (Archipiélago)",21.87,21.87,Construcción
2011,Construcción,Secundario,PIB a precios constantes de 2015,68,Santander,4625.31,4625.31,Construcción
2011,Construcción,Secundario,PIB a precios constantes de 2015,70,Sucre,469.13,469.13,Construcción
2011,Construcción,Secundario,PIB a precios constantes de 2015,73,Tolima,889.3,889.3,Construcción
2011,Construcción,Secundario,PIB a precios constantes de 2015,76,Valle del Cauca,2554.26,2554.26,Construcción
2011,Construcción,Secundario,PIB a precios constantes de 2015,97,Vaupés,34.72,34.72,Construcción
2011,Construcción,Secundario,PIB a precios constantes de 2015,99,Vichada,34.86,34.86,Construcción
2011,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios constantes de 2015,91,Amazonas,150.54,150.54,"Comercio, transporte y turismo"
2011,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios constantes de 2015,5,Antioquia,16211.4,16211.4,"Comercio, transporte y turismo"
2011,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios constantes de 2015,81,Arauca,406.34,406.34,"Comercio, transporte y turismo"
2011,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios constantes de 2015,8,Atlántico,5848.59,5848.59,"Comercio, transporte y turismo"
2011,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios constantes de 2015,11,Bogotá D.C.,33128.21,21297.31799999997,"Comercio, transporte y turismo"
2011,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios constantes de 2015,13,Bolívar,4135.1,4135.1,"Comercio, transporte y turismo"
2011,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios constantes de 2015,15,Boyacá,3706.32,3706.32,"Comercio, transporte y turismo"
2011,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios constantes de 2015,17,Caldas,1885.04,1885.04,"Comercio, transporte y turismo"
2011,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios constantes de 2015,18,Caquetá,521.9,521.9,"Comercio, transporte y turismo"
2011,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios constantes de 2015,85,Casanare,1933.37,1933.37,"Comercio, transporte y turismo"
2011,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios constantes de 2015,19,Cauca,1487.24,1487.24,"Comercio, transporte y turismo"
2011,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios constantes de 2015,20,Cesar,1539.64,1539.64,"Comercio, transporte y turismo"
2011,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios constantes de 2015,27,Chocó,379.7,379.7,"Comercio, transporte y turismo"
2011,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios constantes de 2015,23,Córdoba,1738.08,1738.08,"Comercio, transporte y turismo"
2011,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios constantes de 2015,25,Cundinamarca,5891.29,5891.29,"Comercio, transporte y turismo"
