Año,Actividad,Sector,Tipo de precios,Código Departamento (DIVIPOLA),Departamento,Valor (miles de millones de pesos),Valor_winsorizado,Actividad_abreviada
2013,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,54,Norte de Santander,260.22,260.22,"Electricidad, agua y saneamiento"
2013,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,86,Putumayo,13.02,13.02,"Electricidad, agua y saneamiento"
2013,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,63,Quindío,131.57,131.57,"Electricidad, agua y saneamiento"
2013,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,66,Risaralda,266.07,266.07,"Electricidad, agua y saneamiento"
2013,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,88,"San Andrés, Providencia y Santa Catalina (Archipiélago)",22.06,22.06,"Electricidad, agua y saneamiento"
2013,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,68,Santander,769.19,769.19,"Electricidad, agua y saneamiento"
2013,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,70,Sucre,110.88,110.88,"Electricidad, agua y saneamiento"
2013,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,73,Tolima,369.56,369.56,"Electricidad, agua y saneamiento"
2013,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,76,Valle del Cauca,2228.06,2228.06,"Electricidad, agua y saneamiento"
2013,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,97,Vaupés,0.62,0.7100999999999998,"Electricidad, agua y saneamiento"
2013,"Suministro de electricidad, gas, vapor y aire acondicionado; distribución de agua; evacuación y tratamiento de aguas residuales, gestión de desechos y actividades de saneamiento ambiental",Terciario,PIB a precios corrientes,99,Vichada,3.37,3.37,"Electricidad, agua y saneamiento"
2013,Construcción,Secundario,PIB a precios corrientes,91,Amazonas,17.82,17.82,Construcción
2013,Construcción,Secundario,PIB a precios corrientes,5,Antioquia,6477.9,6477.9,Construcción
2013,Construcción,Secundario,PIB a precios corrientes,81,Arauca,267.6,267.6,Construcción
2013,Construcción,Secundario,PIB a precios corrientes,8,Atlántico,1979.61,1979.61,Construcción
2013,Construcción,Secundario,PIB a precios corrientes,11,Bogotá D.C.,7818.28,7818.28,Construcción
2013,Construcción,Secundario,PIB a precios corrientes,13,Bolívar,2302.03,2302.03,Construcción
2013,Construcción,Secundario,PIB a precios corrientes,15,Boyacá,1578.33,1578.33,Construcción
2013,Construcción,Secundario,PIB a precios corrientes,17,Caldas,715.16,715.16,Construcción
2013,Construcción,Secundario,PIB a precios corrientes,18,Caquetá,474.16,474.16,Construcción
2013,Construcción,Secundario,PIB a precios corrientes,85,Casanare,398.92,398.92,Construcción
2013,Construcción,Secundario,PIB a precios corrientes,19,Cauca,1057.22,1057.22,Construcción
2013,Construcción,Secundario,PIB a precios corrientes,20,Cesar,649.94,649.94,Construcción
2013,Construcción,Secundario,PIB a precios corrientes,27,Chocó,147.52,147.52,Construcción
2013,Construcción,Secundario,PIB a precios corrientes,23,Córdoba,1088.95,1088.95,Construcción
2013,Construcción,Secundario,PIB a precios corrientes,25,Cundinamarca,3333.81,3333.81,Construcción
2013,Construcción,Secundario,PIB a precios corrientes,94,Guainía,44.69,44.69,Construcción
2013,Construcción,Secundario,PIB a precios corrientes,95,Guaviare,64.61,64.61,Construcción
2013,Construcción,Secundario,PIB a precios corrientes,41,Huila,1950.7,1950.7,Construcción
2013,Construcción,Secundario,PIB a precios corrientes,44,La Guajira,366.54,366.54,Construcción
2013,Construcción,Secundario,PIB a precios corrientes,47,Magdalena,1243.59,1243.59,Construcción
2013,Construcción,Secundario,PIB a precios corrientes,50,Meta,2363.87,2363.87,Construcción
2013,Construcción,Secundario,PIB a precios corrientes,52,Nariño,927.82,927.82,Construcción
2013,Construcción,Secundario,PIB a precios corrientes,54,Norte de Santander,1071.81,1071.81,Construcción
2013,Construcción,Secundario,PIB a precios corrientes,86,Putumayo,170.71,170.71,Construcción
2013,Construcción,Secundario,PIB a precios corrientes,63,Quindío,602.92,602.92,Construcción
2013,Construcción,Secundario,PIB a precios corrientes,66,Risaralda,852.77,852.77,Construcción
2013,Construcción,Secundario,PIB a precios corrientes,88,"San Andrés, Providencia y Santa Catalina (Archipiélago)",31.8,31.8,Construcción
2013,Construcción,Secundario,PIB a precios corrientes,68,Santander,5167.68,5167.68,Construcción
2013,Construcción,Secundario,PIB a precios corrientes,70,Sucre,555.92,555.92,Construcción
2013,Construcción,Secundario,PIB a precios corrientes,73,Tolima,1383.16,1383.16,Construcción
2013,Construcción,Secundario,PIB a precios corrientes,76,Valle del Cauca,3147.5,3147.5,Construcción
2013,Construcción,Secundario,PIB a precios corrientes,97,Vaupés,23.33,23.33,Construcción
2013,Construcción,Secundario,PIB a precios corrientes,99,Vichada,43.34,43.34,Construcción
2013,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,91,Amazonas,138.75,138.75,"Comercio, transporte y turismo"
2013,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,5,Antioquia,15124.01,15124.01,"Comercio, transporte y turismo"
2013,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,81,Arauca,378.86,378.86,"Comercio, transporte y turismo"
2013,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,8,Atlántico,5719.8,5719.8,"Comercio, transporte y turismo"
2013,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,11,Bogotá D.C.,32442.86,21297.31799999997,"Comercio, transporte y turismo"
2013,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,13,Bolívar,3984.25,3984.25,"Comercio, transporte y turismo"
2013,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,15,Boyacá,3195.23,3195.23,"Comercio, transporte y turismo"
2013,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,17,Caldas,1743.34,1743.34,"Comercio, transporte y turismo"
2013,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,18,Caquetá,487.34,487.34,"Comercio, transporte y turismo"
2013,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,85,Casanare,1743.57,1743.57,"Comercio, transporte y turismo"
2013,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,19,Cauca,1433.02,1433.02,"Comercio, transporte y turismo"
2013,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,20,Cesar,1452.83,1452.83,"Comercio, transporte y turismo"
2013,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,27,Chocó,362.11,362.11,"Comercio, transporte y turismo"
2013,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,23,Córdoba,1633.6,1633.6,"Comercio, transporte y turismo"
2013,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,25,Cundinamarca,5575.45,5575.45,"Comercio, transporte y turismo"
2013,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,94,Guainía,34.57,34.57,"Comercio, transporte y turismo"
2013,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,95,Guaviare,99.52,99.52,"Comercio, transporte y turismo"
2013,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,41,Huila,1745.92,1745.92,"Comercio, transporte y turismo"
2013,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,44,La Guajira,817.41,817.41,"Comercio, transporte y turismo"
2013,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,47,Magdalena,1789.09,1789.09,"Comercio, transporte y turismo"
2013,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,50,Meta,2604.85,2604.85,"Comercio, transporte y turismo"
2013,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,52,Nariño,1950.97,1950.97,"Comercio, transporte y turismo"
2013,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,54,Norte de Santander,1934.3,1934.3,"Comercio, transporte y turismo"
2013,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,86,Putumayo,387.6,387.6,"Comercio, transporte y turismo"
2013,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,63,Quindío,1082.04,1082.04,"Comercio, transporte y turismo"
2013,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,66,Risaralda,1928.98,1928.98,"Comercio, transporte y turismo"
2013,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,88,"San Andrés, Providencia y Santa Catalina (Archipiélago)",573.11,573.11,"Comercio, transporte y turismo"
2013,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,68,Santander,5212.31,5212.31,"Comercio, transporte y turismo"
2013,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,70,Sucre,953.39,953.39,"Comercio, transporte y turismo"
2013,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,73,Tolima,2498.56,2498.56,"Comercio, transporte y turismo"
2013,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,76,Valle del Cauca,10688.9,10688.9,"Comercio, transporte y turismo"
2013,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,97,Vaupés,42.95,42.95,"Comercio, transporte y turismo"
2013,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas; transporte y almacenamiento; alojamiento y servicios de comida,Terciario,PIB a precios corrientes,99,Vichada,47.53,47.53,"Comercio, transporte y turismo"
2013,Información y comunicaciones,Terciario,PIB a precios corrientes,91,Amazonas,4.08,4.08,Información y comunicaciones
2013,Información y comunicaciones,Terciario,PIB a precios corrientes,5,Antioquia,3042.07,3042.07,Información y comunicaciones
2013,Información y comunicaciones,Terciario,PIB a precios corrientes,81,Arauca,28.06,28.06,Información y comunicaciones
2013,Información y comunicaciones,Terciario,PIB a precios corrientes,8,Atlántico,869.16,869.16,Información y comunicaciones
2013,Información y comunicaciones,Terciario,PIB a precios corrientes,11,Bogotá D.C.,9022.83,9022.83,Información y comunicaciones
2013,Información y comunicaciones,Terciario,PIB a precios corrientes,13,Bolívar,543.43,543.43,Información y comunicaciones
2013,Información y comunicaciones,Terciario,PIB a precios corrientes,15,Boyacá,380.81,380.81,Información y comunicaciones
2013,Información y comunicaciones,Terciario,PIB a precios corrientes,17,Caldas,370.7,370.7,Información y comunicaciones
2013,Información y comunicaciones,Terciario,PIB a precios corrientes,18,Caquetá,59.37,59.37,Información y comunicaciones
2013,Información y comunicaciones,Terciario,PIB a precios corrientes,85,Casanare,72.36,72.36,Información y comunicaciones
2013,Información y comunicaciones,Terciario,PIB a precios corrientes,19,Cauca,153.0,153.0,Información y comunicaciones
2013,Información y comunicaciones,Terciario,PIB a precios corrientes,20,Cesar,222.56,222.56,Información y comunicaciones
2013,Información y comunicaciones,Terciario,PIB a precios corrientes,27,Chocó,36.46,36.46,Información y comunicaciones
2013,Información y comunicaciones,Terciario,PIB a precios corrientes,23,Córdoba,379.52,379.52,Información y comunicaciones
2013,Información y comunicaciones,Terciario,PIB a precios corrientes,25,Cundinamarca,1119.93,1119.93,Información y comunicaciones
2013,Información y comunicaciones,Terciario,PIB a precios corrientes,94,Guainía,0.49,0.7100999999999998,Información y comunicaciones
2013,Información y comunicaciones,Terciario,PIB a precios corrientes,95,Guaviare,5.76,5.76,Información y comunicaciones
2013,Información y comunicaciones,Terciario,PIB a precios corrientes,41,Huila,303.25,303.25,Información y comunicaciones
2013,Información y comunicaciones,Terciario,PIB a precios corrientes,44,La Guajira,81.21,81.21,Información y comunicaciones
2013,Información y comunicaciones,Terciario,PIB a precios corrientes,47,Magdalena,242.45,242.45,Información y comunicaciones
2013,Información y comunicaciones,Terciario,PIB a precios corrientes,50,Meta,291.36,291.36,Información y comunicaciones
2013,Información y comunicaciones,Terciario,PIB a precios corrientes,52,Nariño,230.51,230.51,Información y comunicaciones
2013,Información y comunicaciones,Terciario,PIB a precios corrientes,54,Norte de Santander,215.88,215.88,Información y comunicaciones
2013,Información y comunicaciones,Terciario,PIB a precios corrientes,86,Putumayo,11.27,11.27,Información y comunicaciones
2013,Información y comunicaciones,Terciario,PIB a precios corrientes,63,Quindío,143.01,143.01,Información y comunicaciones
2013,Información y comunicaciones,Terciario,PIB a precios corrientes,66,Risaralda,391.63,391.63,Información y comunicaciones
2013,Información y comunicaciones,Terciario,PIB a precios corrientes,88,"San Andrés, Providencia y Santa Catalina (Archipiélago)",15.49,15.49,Información y comunicaciones
2013,Información y comunicaciones,Terciario,PIB a precios corrientes,68,Santander,1227.66,1227.66,Información y comunicaciones
2013,Información y comunicaciones,Terciario,PIB a precios corrientes,70,Sucre,152.2,152.2,Información y comunicaciones
2013,Información y comunicaciones,Terciario,PIB a precios corrientes,73,Tolima,469.45,469.45,Información y comunicaciones
2013,Información y comunicaciones,Terciario,PIB a precios corrientes,76,Valle del Cauca,2002.33,2002.33,Información y comunicaciones
2013,Información y comunicaciones,Terciario,PIB a precios corrientes,97,Vaupés,0.22,0.7100999999999998,Información y comunicaciones
2013,Información y comunicaciones,Terciario,PIB a precios corrientes,99,Vichada,3.47,3.47,Información y comunicaciones
2013,Actividades financieras y de seguros,Terciario,PIB a precios corrientes,91,Amazonas,12.94,12.94,Finanzas y seguros
2013,Actividades financieras y de seguros,Terciario,PIB a precios corrientes,5,Antioquia,4494.86,4494.86,Finanzas y seguros
2013,Actividades financieras y de seguros,Terciario,PIB a precios corrientes,81,Arauca,57.24,57.24,Finanzas y seguros
2013,Actividades financieras y de seguros,Terciario,PIB a precios corrientes,8,Atlántico,1225.03,1225.03,Finanzas y seguros
2013,Actividades financieras y de seguros,Terciario,PIB a precios corrientes,11,Bogotá D.C.,14826.29,14826.29,Finanzas y seguros
2013,Actividades financieras y de seguros,Terciario,PIB a precios corrientes,13,Bolívar,543.91,543.91,Finanzas y seguros
2013,Actividades financieras y de seguros,Terciario,PIB a precios corrientes,15,Boyacá,347.3,347.3,Finanzas y seguros
2013,Actividades financieras y de seguros,Terciario,PIB a precios corrientes,17,Caldas,340.86,340.86,Finanzas y seguros
2013,Actividades financieras y de seguros,Terciario,PIB a precios corrientes,18,Caquetá,73.83,73.83,Finanzas y seguros
2013,Actividades financieras y de seguros,Terciario,PIB a precios corrientes,85,Casanare,153.11,153.11,Finanzas y seguros
2013,Actividades financieras y de seguros,Terciario,PIB a precios corrientes,19,Cauca,209.87,209.87,Finanzas y seguros
2013,Actividades financieras y de seguros,Terciario,PIB a precios corrientes,20,Cesar,226.15,226.15,Finanzas y seguros
2013,Actividades financieras y de seguros,Terciario,PIB a precios corrientes,27,Chocó,48.33,48.33,Finanzas y seguros
2013,Actividades financieras y de seguros,Terciario,PIB a precios corrientes,23,Córdoba,300.63,300.63,Finanzas y seguros
2013,Actividades financieras y de seguros,Terciario,PIB a precios corrientes,25,Cundinamarca,485.15,485.15,Finanzas y seguros
2013,Actividades financieras y de seguros,Terciario,PIB a precios corrientes,94,Guainía,5.97,5.97,Finanzas y seguros
2013,Actividades financieras y de seguros,Terciario,PIB a precios corrientes,95,Guaviare,13.98,13.98,Finanzas y seguros
2013,Actividades financieras y de seguros,Terciario,PIB a precios corrientes,41,Huila,305.53,305.53,Finanzas y seguros
2013,Actividades financieras y de seguros,Terciario,PIB a precios corrientes,44,La Guajira,118.43,118.43,Finanzas y seguros
2013,Actividades financieras y de seguros,Terciario,PIB a precios corrientes,47,Magdalena,242.32,242.32,Finanzas y seguros
2013,Actividades financieras y de seguros,Terciario,PIB a precios corrientes,50,Meta,376.11,376.11,Finanzas y seguros
2013,Actividades financieras y de seguros,Terciario,PIB a precios corrientes,52,Nariño,294.68,294.68,Finanzas y seguros
2013,Actividades financieras y de seguros,Terciario,PIB a precios corrientes,54,Norte de Santander,321.51,321.51,Finanzas y seguros
2013,Actividades financieras y de seguros,Terciario,PIB a precios corrientes,86,Putumayo,49.11,49.11,Finanzas y seguros
2013,Actividades financieras y de seguros,Terciario,PIB a precios corrientes,63,Quindío,156.85,156.85,Finanzas y seguros
2013,Actividades financieras y de seguros,Terciario,PIB a precios corrientes,66,Risaralda,367.89,367.89,Finanzas y seguros
2013,Actividades financieras y de seguros,Terciario,PIB a precios corrientes,88,"San Andrés, Providencia y Santa Catalina (Archipiélago)",27.63,27.63,Finanzas y seguros
2013,Actividades financieras y de seguros,Terciario,PIB a precios corrientes,68,Santander,1043.07,1043.07,Finanzas y seguros
2013,Actividades financieras y de seguros,Terciario,PIB a precios corrientes,70,Sucre,142.04,142.04,Finanzas y seguros
2013,Actividades financieras y de seguros,Terciario,PIB a precios corrientes,73,Tolima,399.71,399.71,Finanzas y seguros
2013,Actividades financieras y de seguros,Terciario,PIB a precios corrientes,76,Valle del Cauca,2395.25,2395.25,Finanzas y seguros
2013,Actividades financieras y de seguros,Terciario,PIB a precios corrientes,97,Vaupés,2.67,2.67,Finanzas y seguros
2013,Actividades financieras y de seguros,Terciario,PIB a precios corrientes,99,Vichada,10.76,10.76,Finanzas y seguros
2013,Actividades inmobiliarias,Terciario,PIB a precios corrientes,91,Amazonas,16.2,16.2,Actividades inmobiliarias
2013,Actividades inmobiliarias,Terciario,PIB a precios corrientes,5,Antioquia,8496.16,8496.16,Actividades inmobiliarias
2013,Actividades inmobiliarias,Terciario,PIB a precios corrientes,81,Arauca,127.65,127.65,Actividades inmobiliarias
2013,Actividades inmobiliarias,Terciario,PIB a precios corrientes,8,Atlántico,2159.61,2159.61,Actividades inmobiliarias
2013,Actividades inmobiliarias,Terciario,PIB a precios corrientes,11,Bogotá D.C.,24721.83,21297.31799999997,Actividades inmobiliarias
2013,Actividades inmobiliarias,Terciario,PIB a precios corrientes,13,Bolívar,1448.24,1448.24,Actividades inmobiliarias
2013,Actividades inmobiliarias,Terciario,PIB a precios corrientes,15,Boyacá,1041.93,1041.93,Actividades inmobiliarias
2013,Actividades inmobiliarias,Terciario,PIB a precios corrientes,17,Caldas,699.3,699.3,Actividades inmobiliarias
2013,Actividades inmobiliarias,Terciario,PIB a precios corrientes,18,Caquetá,180.35,180.35,Actividades inmobiliarias
2013,Actividades inmobiliarias,Terciario,PIB a precios corrientes,85,Casanare,308.34,308.34,Actividades inmobiliarias
2013,Actividades inmobiliarias,Terciario,PIB a precios corrientes,19,Cauca,594.12,594.12,Actividades inmobiliarias
2013,Actividades inmobiliarias,Terciario,PIB a precios corrientes,20,Cesar,656.96,656.96,Actividades inmobiliarias
2013,Actividades inmobiliarias,Terciario,PIB a precios corrientes,27,Chocó,59.9,59.9,Actividades inmobiliarias
2013,Actividades inmobiliarias,Terciario,PIB a precios corrientes,23,Córdoba,400.86,400.86,Actividades inmobiliarias
2013,Actividades inmobiliarias,Terciario,PIB a precios corrientes,25,Cundinamarca,1740.5,1740.5,Actividades inmobiliarias
2013,Actividades inmobiliarias,Terciario,PIB a precios corrientes,94,Guainía,5.54,5.54,Actividades inmobiliarias
2013,Actividades inmobiliarias,Terciario,PIB a precios corrientes,95,Guaviare,26.27,26.27,Actividades inmobiliarias
2013,Actividades inmobiliarias,Terciario,PIB a precios corrientes,41,Huila,639.29,639.29,Actividades inmobiliarias
2013,Actividades inmobiliarias,Terciario,PIB a precios corrientes,44,La Guajira,255.26,255.26,Actividades inmobiliarias
2013,Actividades inmobiliarias,Terciario,PIB a precios corrientes,47,Magdalena,538.22,538.22,Actividades inmobiliarias
2013,Actividades inmobiliarias,Terciario,PIB a precios corrientes,50,Meta,682.84,682.84,Actividades inmobiliarias
2013,Actividades inmobiliarias,Terciario,PIB a precios corrientes,52,Nariño,773.78,773.78,Actividades inmobiliarias
2013,Actividades inmobiliarias,Terciario,PIB a precios corrientes,54,Norte de Santander,977.88,977.88,Actividades inmobiliarias
2013,Actividades inmobiliarias,Terciario,PIB a precios corrientes,86,Putumayo,126.89,126.89,Actividades inmobiliarias
2013,Actividades inmobiliarias,Terciario,PIB a precios corrientes,63,Quindío,603.54,603.54,Actividades inmobiliarias
2013,Actividades inmobiliarias,Terciario,PIB a precios corrientes,66,Risaralda,734.17,734.17,Actividades inmobiliarias
2013,Actividades inmobiliarias,Terciario,PIB a precios corrientes,88,"San Andrés, Providencia y Santa Catalina (Archipiélago)",51.62,51.62,Actividades inmobiliarias
2013,Actividades inmobiliarias,Terciario,PIB a precios corrientes,68,Santander,3281.66,3281.66,Actividades inmobiliarias
2013,Actividades inmobiliarias,Terciario,PIB a precios corrientes,70,Sucre,289.14,289.14,Actividades inmobiliarias
2013,Actividades inmobiliarias,Terciario,PIB a precios corrientes,73,Tolima,807.85,807.85,Actividades inmobiliarias
2013,Actividades inmobiliarias,Terciario,PIB a precios corrientes,76,Valle del Cauca,8446.35,8446.35,Actividades inmobiliarias
2013,Actividades inmobiliarias,Terciario,PIB a precios corrientes,97,Vaupés,8.41,8.41,Actividades inmobiliarias
2013,Actividades inmobiliarias,Terciario,PIB a precios corrientes,99,Vichada,21.36,21.36,Actividades inmobiliarias
2013,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo",Terciario,PIB a precios corrientes,91,Amazonas,2.21,2.21,Actividades profesionales y técnicas
2013,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo",Terciario,PIB a precios corrientes,5,Antioquia,8553.19,8553.19,Actividades profesionales y técnicas
2013,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo",Terciario,PIB a precios corrientes,81,Arauca,17.01,17.01,Actividades profesionales y técnicas
2013,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo",Terciario,PIB a precios corrientes,8,Atlántico,2273.4,2273.4,Actividades profesionales y técnicas
2013,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo",Terciario,PIB a precios corrientes,11,Bogotá D.C.,15840.54,15840.54,Actividades profesionales y técnicas
2013,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo",Terciario,PIB a precios corrientes,13,Bolívar,1892.72,1892.72,Actividades profesionales y técnicas
2013,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo",Terciario,PIB a precios corrientes,15,Boyacá,863.12,863.12,Actividades profesionales y técnicas
2013,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo",Terciario,PIB a precios corrientes,17,Caldas,881.96,881.96,Actividades profesionales y técnicas
2013,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo",Terciario,PIB a precios corrientes,18,Caquetá,91.27,91.27,Actividades profesionales y técnicas
2013,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo",Terciario,PIB a precios corrientes,85,Casanare,118.65,118.65,Actividades profesionales y técnicas
2013,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo",Terciario,PIB a precios corrientes,19,Cauca,1023.19,1023.19,Actividades profesionales y técnicas
2013,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo",Terciario,PIB a precios corrientes,20,Cesar,500.63,500.63,Actividades profesionales y técnicas
2013,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo",Terciario,PIB a precios corrientes,27,Chocó,3.35,3.35,Actividades profesionales y técnicas
2013,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo",Terciario,PIB a precios corrientes,23,Córdoba,900.08,900.08,Actividades profesionales y técnicas
2013,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo",Terciario,PIB a precios corrientes,25,Cundinamarca,2433.74,2433.74,Actividades profesionales y técnicas
2013,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo",Terciario,PIB a precios corrientes,94,Guainía,1.11,1.11,Actividades profesionales y técnicas
2013,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo",Terciario,PIB a precios corrientes,95,Guaviare,2.23,2.23,Actividades profesionales y técnicas
2013,"Actividades profesionales, científicas y técnicas; actividades de servicios administrativos y de apoyo",Terciario,PIB a precios corrientes,41,Huila,453.64,453.64,Actividades profesionales y técnicas
